adv_correct_classification_tgt,clean_true_prob_src,clean_max_prob_src,adv_true_prob_tgt,adv_max_prob_tgt,model_src,model_tgt,attack,attack_param,l2_norm,ssim,clean_correct_classification
False,0.9859511256217957,0.9859511256217957,0.0488640144467353,0.1242718026041984,resnet50,vgg16,fgsm,0.17,61.46427917480469,0.3781731724739074,
False,0.9856581091880798,0.9856581091880798,0.0096284486353397,0.1211453527212143,resnet50,vgg16,fgsm,0.17,64.58415985107422,0.3024040460586548,
True,0.9748320579528807,0.9748320579528807,0.1451521515846252,0.1451521515846252,resnet50,vgg16,fgsm,0.17,63.1854362487793,0.3148856163024902,
False,0.9967948794364928,0.9967948794364928,0.0025033773854374,0.1015907302498817,resnet50,vgg16,fgsm,0.17,63.76902770996094,0.206045001745224,
False,0.9890475869178772,0.9890475869178772,0.0063873757608234,0.1958412230014801,resnet50,vgg16,fgsm,0.17,61.69685745239258,0.3308111131191253,
False,0.9987567663192748,0.9987567663192748,0.0089663872495293,0.08005852997303,resnet50,vgg16,fgsm,0.17,62.75954055786133,0.185225173830986,
False,0.99593985080719,0.99593985080719,0.0747202858328819,0.0775419622659683,resnet50,vgg16,fgsm,0.17,65.06192779541016,0.3367557227611542,
False,0.9934543371200562,0.9934543371200562,0.0171392392367124,0.055492989718914,resnet50,vgg16,fgsm,0.17,64.7477798461914,0.2782811820507049,
False,0.9804065227508544,0.9804065227508544,0.0169159583747386,0.252878725528717,resnet50,vgg16,fgsm,0.17,65.27790832519531,0.1434706449508667,
False,0.9984664916992188,0.9984664916992188,0.0449633859097957,0.1364484131336212,resnet50,vgg16,fgsm,0.17,62.33057403564453,0.3764735162258148,
False,0.9960901141166688,0.9960901141166688,0.0109760602936148,0.1728629618883133,resnet50,vgg16,fgsm,0.17,65.1983642578125,0.2861799001693725,
False,0.9962515234947203,0.9962515234947203,0.153303176164627,0.2637867927551269,resnet50,vgg16,fgsm,0.17,63.64934158325195,0.2795175313949585,
False,0.9985600113868712,0.9985600113868712,0.021362392231822,0.1656992584466934,resnet50,vgg16,fgsm,0.17,63.47533416748047,0.2986970543861389,
False,0.9903799295425416,0.9903799295425416,0.0096842152997851,0.2662341594696045,resnet50,vgg16,fgsm,0.17,62.912109375,0.1506167948246002,
False,0.8287179470062256,0.8287179470062256,0.0136717557907104,0.0955397635698318,resnet50,vgg16,fgsm,0.17,61.96992874145508,0.2022222876548767,
False,0.9905347228050232,0.9905347228050232,0.0207305308431386,0.0740450099110603,resnet50,vgg16,fgsm,0.17,63.457176208496094,0.1513358801603317,
False,0.9944314360618592,0.9944314360618592,0.0023882340174168,0.0967428460717201,resnet50,vgg16,fgsm,0.17,62.43768310546875,0.3030312061309814,
False,0.9755632877349854,0.9755632877349854,0.0001528574066469,0.5747211575508118,resnet50,vgg16,fgsm,0.17,56.22739028930664,0.2342639863491058,
False,0.9897451996803284,0.9897451996803284,0.0215051844716072,0.0947518050670623,resnet50,vgg16,fgsm,0.17,60.99324798583984,0.2446193993091583,
False,0.9838902354240416,0.9838902354240416,0.004457086790353,0.1820742785930633,resnet50,vgg16,fgsm,0.17,59.03684616088867,0.1350674927234649,
False,0.9927219748497008,0.9927219748497008,0.0362127050757408,0.1050297021865844,resnet50,vgg16,fgsm,0.17,65.08465576171875,0.2519590854644775,
False,0.9980859756469728,0.9980859756469728,0.0031213390175253,0.1394856721162796,resnet50,vgg16,fgsm,0.17,64.29582977294922,0.246440589427948,
False,0.995461642742157,0.995461642742157,0.0214689560234546,0.59809410572052,resnet50,vgg16,fgsm,0.17,63.74057388305664,0.250218003988266,
