adv_correct_classification_tgt,clean_true_prob_src,clean_max_prob_src,adv_true_prob_tgt,adv_max_prob_tgt,model_src,model_tgt,attack,attack_param,l2_norm,ssim,clean_correct_classification
True,0.9859511256217957,0.9859511256217957,0.8755301833152771,0.8755301833152771,resnet50,vgg16,fgsm,0.07,26.06343078613281,0.7134705781936646,True
True,0.9856581091880798,0.9856581091880798,0.9995777010917664,0.9995777010917664,resnet50,vgg16,fgsm,0.07,27.031757354736328,0.6485599875450134,True
True,0.9748320579528807,0.9748320579528807,0.9741768836975098,0.9741768836975098,resnet50,vgg16,fgsm,0.07,26.87628173828125,0.6533903479576111,True
True,0.9967948794364928,0.9967948794364928,0.7332273125648499,0.7332273125648499,resnet50,vgg16,fgsm,0.07,26.933734893798828,0.516893208026886,True
True,0.9890475869178772,0.9890475869178772,0.9990180730819702,0.9990180730819702,resnet50,vgg16,fgsm,0.07,26.66197204589844,0.6945654153823853,True
False,0.9987567663192748,0.9987567663192748,0.0389818511903286,0.6178061962127686,resnet50,vgg16,fgsm,0.07,26.25995635986328,0.5006805658340454,False
True,0.99593985080719,0.99593985080719,0.999001443386078,0.999001443386078,resnet50,vgg16,fgsm,0.07,27.089603424072266,0.7075785994529724,True
True,0.9934543371200562,0.9934543371200562,0.9772636294364928,0.9772636294364928,resnet50,vgg16,fgsm,0.07,27.015748977661133,0.6053866744041443,True
True,0.9804065227508544,0.9804065227508544,0.9586783647537231,0.9586783647537231,resnet50,vgg16,fgsm,0.07,27.0767765045166,0.37587970495224,True
True,0.9984664916992188,0.9984664916992188,0.7111768126487732,0.7111768126487732,resnet50,vgg16,fgsm,0.07,26.66410255432129,0.7053951025009155,True
True,0.9960901141166688,0.9960901141166688,0.9876487851142884,0.9876487851142884,resnet50,vgg16,fgsm,0.07,27.082592010498047,0.6428204774856567,True
True,0.9962515234947203,0.9962515234947203,0.9847582578659058,0.9847582578659058,resnet50,vgg16,fgsm,0.07,26.82654571533203,0.6435400247573853,True
True,0.9985600113868712,0.9985600113868712,0.998595416545868,0.998595416545868,resnet50,vgg16,fgsm,0.07,26.855175018310547,0.6731805801391602,True
True,0.9903799295425416,0.9903799295425416,0.4473393559455871,0.4473393559455871,resnet50,vgg16,fgsm,0.07,26.99713516235352,0.4058989882469177,True
False,0.8287179470062256,0.8287179470062256,0.0126979323104023,0.179228276014328,resnet50,vgg16,fgsm,0.07,26.732149124145508,0.472850888967514,False
True,0.9905347228050232,0.9905347228050232,0.7897761464118958,0.7897761464118958,resnet50,vgg16,fgsm,0.07,27.10273742675781,0.4354798495769501,True
True,0.9944314360618592,0.9944314360618592,0.8401591181755066,0.8401591181755066,resnet50,vgg16,fgsm,0.07,26.38218879699707,0.6235713362693787,True
False,0.9755632877349854,0.9755632877349854,0.0722371041774749,0.780392587184906,resnet50,vgg16,fgsm,0.07,23.3175048828125,0.5467948913574219,True
True,0.9897451996803284,0.9897451996803284,0.995433747768402,0.995433747768402,resnet50,vgg16,fgsm,0.07,25.73465919494629,0.5794804692268372,True
False,0.9838902354240416,0.9838902354240416,0.0915136560797691,0.418754518032074,resnet50,vgg16,fgsm,0.07,26.309127807617188,0.3915060460567474,True
True,0.9927219748497008,0.9927219748497008,0.9741854667663574,0.9741854667663574,resnet50,vgg16,fgsm,0.07,27.0967960357666,0.5956303477287292,True
False,0.9980859756469728,0.9980859756469728,0.0599060356616973,0.4682854115962982,resnet50,vgg16,fgsm,0.07,27.091936111450195,0.5808681845664978,True
