adv_correct_classification,clean_true_prob,adv_true_prob,clean_max_prob,adv_max_prob,model,attack,attack_param,l2_norm,ssim,clean_correct_classification
False,0.985948085784912,9.54319512302959e-10,0.985948085784912,0.996324360370636,resnet50,pgd,0.0899999999999999,10.882697105407717,0.9215943813323976,True
False,0.9856513738632202,1.0149318052654621e-09,0.9856513738632202,0.9995635151863098,resnet50,pgd,0.0899999999999999,11.021504402160645,0.900918185710907,True
False,0.974828600883484,1.0850847130539076e-13,0.974828600883484,0.9999653100967408,resnet50,pgd,0.0899999999999999,11.042057037353516,0.8999886512756348,True
False,0.9967980980873108,4.5352968602863086e-10,0.9967980980873108,0.9999518394470216,resnet50,pgd,0.0899999999999999,10.972722053527832,0.8346018195152283,True
False,0.9890661239624025,0.0750484466552734,0.9890661239624025,0.3314637243747711,resnet50,pgd,0.0899999999999999,10.71882152557373,0.9239792227745056,True
False,0.9987583160400392,1.1683110034965694e-10,0.9987583160400392,0.999974250793457,resnet50,pgd,0.0899999999999999,10.667281150817873,0.8300790190696716,True
False,0.995940923690796,1.9730405753648483e-08,0.995940923690796,0.9961156845092772,resnet50,pgd,0.0899999999999999,11.030200004577637,0.92798513174057,True
False,0.9934613704681396,2.9453877914420445e-07,0.9934613704681396,0.8337674140930176,resnet50,pgd,0.0899999999999999,10.947392463684082,0.8788446187973022,True
False,0.9803884029388428,8.520331817862825e-08,0.9803884029388428,0.9926546812057496,resnet50,pgd,0.0899999999999999,10.996123313903809,0.7305436134338379,True
False,0.99847012758255,2.440419446861071e-15,0.99847012758255,1.0,resnet50,pgd,0.0899999999999999,11.023999214172363,0.9131901264190674,True
False,0.9960871934890748,5.711907058447705e-10,0.9960871934890748,0.996248185634613,resnet50,pgd,0.0899999999999999,11.11925220489502,0.8941804766654968,True
False,0.996254563331604,2.41255583219302e-12,0.996254563331604,0.9991890788078308,resnet50,pgd,0.0899999999999999,11.023493766784668,0.90475195646286,True
False,0.9985598921775818,1.6376450417965316e-08,0.9985598921775818,0.999788463115692,resnet50,pgd,0.0899999999999999,11.036300659179688,0.917244791984558,True
False,0.9903732538223268,5.824485356242803e-07,0.9903732538223268,0.973809003829956,resnet50,pgd,0.0899999999999999,11.03558349609375,0.7551496028900146,True
False,0.828338086605072,1.6384835925097735e-14,0.828338086605072,1.0,resnet50,pgd,0.0899999999999999,10.74693775177002,0.799487292766571,True
